id,v,f,family_v1,reason,t,url
2101203886505648638,22,0,other_or_meta,,,https://x.com/JimmyWesleyBr/status/2101203886505648638
2101068666356076706,21,0,games_control_loops_simulation,,,https://x.com/JA1MEXD3ZTR0Y3R/status/2101068666356076706
2102704920650744170,21,1,other_or_meta,,,https://x.com/justvugg/status/2102704920650744170
2102050829763022908,21,0,other_or_meta,,,https://x.com/cto_digital/status/2102050829763022908
2102637830573076581,20,1,search_rerank_extraction,,,https://x.com/utkarshgsuv/status/2102637830573076581
2102171114982269084,20,0,other_or_meta,,,https://x.com/rsensui/status/2102171114982269084
2102633505813663887,20,0,other_or_meta,,,https://x.com/di_zhang_fdu/status/2102633505813663887
2102072816468136242,20,1,voice_and_turn_taking,,,https://x.com/alperimoe/status/2102072816468136242
2102606290753114439,19,1,other_or_meta,,,https://x.com/edplese/status/2102606290753114439
2102748852608483559,19,0,,,,https://x.com/Noumenon_ai/status/2102748852608483559
2101229328482676787,19,0,other_or_meta,,,https://x.com/m_newhaus/status/2101229328482676787
2101901533436841985,19,0,other_or_meta,,,https://x.com/franckverrot/status/2101901533436841985
2101587300006375548,19,0,other_or_meta,,,https://x.com/bwgift20th/status/2101587300006375548
2101064579908546693,18,3,agent_harness_and_tool_gating,,,https://x.com/joerockpwse/status/2101064579908546693
2101750290399514667,18,0,games_control_loops_simulation,,,https://x.com/NewstackOffice/status/2101750290399514667
2100552300804657436,17,1,trading_and_markets,,,https://x.com/ChrizBogota/status/2100552300804657436
2101554436040761795,17,0,other_or_meta,,,https://x.com/UPHASHbigsalt/status/2101554436040761795
2102571319355158981,17,0,other_or_meta,,,https://x.com/thedoomguy_ai/status/2102571319355158981
2102574201156915318,17,0,other_or_meta,,,https://x.com/nullsoft_app/status/2102574201156915318
2102161629936754914,16,0,other_or_meta,,,https://x.com/morethancoder/status/2102161629936754914
2102088862579183813,14,0,agent_harness_and_tool_gating,,,https://x.com/Daemonrat/status/2102088862579183813
2102414652802023598,14,0,search_rerank_extraction,,,https://x.com/TeamPrecisit/status/2102414652802023598
2101863414003896637,13,0,other_or_meta,,,https://x.com/entropyjoao/status/2101863414003896637
2101866820672360506,12,0,browser_and_computer_use,,,https://x.com/kailunchen5/status/2101866820672360506
2102800105371779568,12,2,,,,https://x.com/Sollersxl/status/2102800105371779568
2102453783246868948,12,0,other_or_meta,,,https://x.com/bet0x/status/2102453783246868948
2101550368924836296,11,0,games_control_loops_simulation,,,https://x.com/gavinorgav/status/2101550368924836296
2101903074935685210,10,1,other_or_meta,,,https://x.com/USPraveenRaj1/status/2101903074935685210
2102300752341352815,9,0,evals_and_judging,,,https://x.com/scaiado/status/2102300752341352815
2100948486006911177,9,0,other_or_meta,,,https://x.com/enriquealcazarg/status/2100948486006911177
2102642749757637005,8,1,other_or_meta,,,https://x.com/Farhan60291312/status/2102642749757637005
2102774023121973553,8,1,,,,https://x.com/igor_dev/status/2102774023121973553
2101668846352650402,8,0,games_control_loops_simulation,,,https://x.com/JoffeeLin/status/2101668846352650402
2102647554437415036,6,1,search_rerank_extraction,,,https://x.com/utkarshgsuv/status/2102647554437415036
2102343847598752216,6,0,other_or_meta,,,https://x.com/sitowebveloce/status/2102343847598752216
2102813418940215614,5,1,,,,https://x.com/0kaliasgar/status/2102813418940215614
2101637564616819100,5,0,agent_harness_and_tool_gating,,,https://x.com/YehuiTang/status/2101637564616819100
2102308420527489168,5,0,other_or_meta,,,https://x.com/nvkudva/status/2102308420527489168
2102831418732920989,4,1,,,,https://x.com/webxos/status/2102831418732920989
2102307496971182351,3,0,other_or_meta,,,https://x.com/nvkudva/status/2102307496971182351
