id,family,tier,evidence,framing,baseline,realtime_infra,bucket_preregistered,bucket_applied,bucket_corrected
2101992049860042823,search_rerank_extraction,task,measured_demo,accuracy,classic_classifier_or_ml,False,not_covered,cost_only,cost_only
2102176073471725986,other_or_meta,task,measured_demo,latency,none,False,noise,noise,noise
2102160019538006339,games_control_loops_simulation,feel,measured_demo,accuracy,none,True,not_covered,material,fast_loop
2102045103774941372,classification_routing_triage,batch,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102025733208166589,search_rerank_extraction,task,measured_demo,accuracy,classic_classifier_or_ml,False,not_covered,cost_only,cost_only
2101858573064327510,browser_and_computer_use,task,measured_demo,latency,frontier_llm,True,not_covered,cost_only,cost_only
2102059237585342941,evals_and_judging,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101932477967421771,agent_harness_and_tool_gating,turn,measured_demo,latency,none,True,material,material,material
2102092358607044769,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102077063939178612,agent_harness_and_tool_gating,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2101914990911312078,other_or_meta,interaction,demo_no_numbers,capability,frontier_llm,False,noise,noise,noise
2101867415202152656,agent_harness_and_tool_gating,task,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102101679738925444,trading_and_markets,task,measured_demo,none,none,True,not_covered,cost_only,cost_only
2102175069787041936,search_rerank_extraction,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101929665434624118,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2101933575348293934,moderation_and_guardrails,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101865157756588476,classification_routing_triage,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2101884158671016210,other_or_meta,unclear,demo_no_numbers,none,small_llm,False,noise,noise,noise
2102092434674975085,search_rerank_extraction,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102040370343457182,classification_routing_triage,task,demo_no_numbers,accuracy,classic_classifier_or_ml,False,not_covered,unproven_demo,hype
2101980871498604559,search_rerank_extraction,interaction,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102008434329800707,moderation_and_guardrails,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101894289475485849,moderation_and_guardrails,interaction,measured_demo,cost,frontier_llm,True,not_covered,cost_only,material_vs_frontier
2101917343597408451,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102160299281547443,games_control_loops_simulation,feel,measured_demo,latency,frontier_llm,True,not_covered,cost_only,fast_loop
2101972303387209821,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102046518824030238,collaboration_and_typing,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102153859133272454,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102172259612000447,compaction_and_context,task,measured_demo,latency,rules_or_regex,False,not_covered,cost_only,cost_only
2101830207003095292,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102033194404950249,games_control_loops_simulation,frame,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102114286390898707,other_or_meta,unclear,demo_no_numbers,latency,none,False,noise,noise,noise
2102058731206782982,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102155834029404441,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101996384899502386,moderation_and_guardrails,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102042607950156024,classification_routing_triage,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101859216482775201,search_rerank_extraction,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102017833031119177,other_or_meta,unclear,demo_no_numbers,none,none,True,noise,noise,noise
2101869521996824673,evals_and_judging,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101894926250168654,search_rerank_extraction,batch,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101940147394687143,other_or_meta,unclear,demo_no_numbers,latency,none,False,noise,noise,noise
2102051472494166352,search_rerank_extraction,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101898947971428785,agent_harness_and_tool_gating,unclear,proposal_or_idea,none,none,False,not_covered,unproven_demo,demo
2102172474842443809,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102079160050979240,browser_and_computer_use,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102089922387578901,browser_and_computer_use,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102010725581619668,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101992213819568393,classification_routing_triage,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101896965181395175,other_or_meta,unclear,proposal_or_idea,capability,none,False,noise,noise,noise
2101947514383659374,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102177977299870126,evals_and_judging,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2101932654719299738,data_and_telemetry,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102026551370174779,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101911297768280442,games_control_loops_simulation,feel,demo_no_numbers,accuracy,rules_or_regex,True,not_covered,unproven_demo,hype
2101919542599708826,compaction_and_context,task,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102101056855638233,evals_and_judging,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102100386987360603,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101937286653096059,classification_routing_triage,interaction,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102068451959312849,agent_harness_and_tool_gating,task,measured_demo,latency,small_llm,False,cost_only,cost_only,cost_only
2102064901371871574,moderation_and_guardrails,interaction,measured_demo,capability,none,True,material,material,material
2101827868552769938,other_or_meta,unclear,demo_no_numbers,capability,none,False,noise,noise,noise
2101846445825630529,collaboration_and_typing,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101961815899193502,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102022270172475889,data_and_telemetry,batch,measured_demo,cost,vendor_api,False,cost_only,cost_only,cost_only
2102066778360991929,games_control_loops_simulation,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102031342053544105,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102161635875897814,voice_and_turn_taking,turn,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102167332172767392,classification_routing_triage,task,measured_demo,accuracy,frontier_llm,False,not_covered,cost_only,cost_only
2101864284703613007,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101964619820536057,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102071785424335277,compaction_and_context,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102111392488669300,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102030592418226556,classification_routing_triage,batch,measured_demo,latency,small_llm,False,cost_only,cost_only,cost_only
2101995433874641014,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102009189765881894,classification_routing_triage,task,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102145892769804419,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102062482991001689,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2101920794200912382,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102148671588434378,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101913935805063443,evals_and_judging,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2101869202692821220,classification_routing_triage,task,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102041829277659266,evals_and_judging,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101879018244993196,browser_and_computer_use,task,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102095715711209511,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101991151536308370,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101961461044330703,classification_routing_triage,task,measured_demo,none,none,False,not_covered,cost_only,cost_only
2102060733110350167,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102045413977338284,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102174798952493306,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2102044003609055712,data_and_telemetry,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102048087867044317,evals_and_judging,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102159169750978759,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101854008851730881,voice_and_turn_taking,turn,measured_demo,latency,frontier_llm,True,not_covered,cost_only,material_vs_frontier
2101941789813027285,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102116410566525335,classification_routing_triage,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102090865183433014,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102157395082260890,games_control_loops_simulation,feel,measured_demo,accuracy,none,True,not_covered,material,fast_loop
2102087287387333121,agent_harness_and_tool_gating,task,demo_no_numbers,cost,frontier_llm,False,hype,hype,hype
2102036426959524276,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102125921188913469,classification_routing_triage,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2101987161214239168,search_rerank_extraction,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2101908229689410025,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101838550643659255,other_or_meta,unclear,demo_no_numbers,capability,none,False,noise,noise,noise
2102074239864148378,other_or_meta,unclear,measured_demo,none,none,False,noise,noise,noise
2101937206063780084,classification_routing_triage,interaction,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102059438618341739,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101931130731852088,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102144095447883870,classification_routing_triage,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102097660085731574,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102092735754957126,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102076270083486158,search_rerank_extraction,interaction,demo_no_numbers,cost,none,False,not_covered,hype,hype
2102077373411733962,games_control_loops_simulation,feel,measured_demo,latency,frontier_llm,True,not_covered,cost_only,fast_loop
2101913439400554852,moderation_and_guardrails,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101878714917429488,evals_and_judging,task,measured_demo,cost,small_llm,False,cost_only,cost_only,cost_only
2101834746623914181,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101877200546910552,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101978334897086534,search_rerank_extraction,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2101927007236006170,classification_routing_triage,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102172487576670262,games_control_loops_simulation,feel,demo_no_numbers,latency,small_llm,True,not_covered,hype,hype
2102044979174560017,search_rerank_extraction,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2101961472020463922,classification_routing_triage,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101833683808452781,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101885487392985353,other_or_meta,unclear,commentary_or_meme,none,none,False,noise,noise,noise
2101912439550062606,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101826298284802456,evals_and_judging,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102056063730057524,browser_and_computer_use,task,demo_no_numbers,cost,frontier_llm,True,hype,hype,hype
2101965058989588969,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101963343359537354,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101849998346342822,other_or_meta,unclear,measured_demo,accuracy,none,False,noise,noise,noise
2102030484871995769,classification_routing_triage,batch,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102123136292376852,classification_routing_triage,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2101847637817508026,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101873081971290486,browser_and_computer_use,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101887761011941878,classification_routing_triage,task,demo_no_numbers,accuracy,none,False,not_covered,unproven_demo,hype
2101852245898010763,other_or_meta,unclear,commentary_or_meme,none,none,False,noise,noise,noise
2102010886982427066,other_or_meta,unclear,measured_demo,accuracy,small_llm,False,noise,noise,noise
2102126480184545609,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102053710163829009,evals_and_judging,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101864999472046510,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101897187970171176,classification_routing_triage,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102095610799079851,classification_routing_triage,interaction,measured_demo,accuracy,rules_or_regex,False,not_covered,cost_only,cost_only
2102031450166219133,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102169255341171132,live_chat_streams_events,interaction,measured_demo,none,none,True,material,material,material
2102133939951280593,search_rerank_extraction,interaction,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102168494192099698,classification_routing_triage,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101968824895754646,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102096088467673515,other_or_meta,task,measured_demo,cost,none,False,noise,noise,noise
2102056958467662050,trading_and_markets,task,measured_demo,latency,none,True,not_covered,cost_only,cost_only
2101974883806937197,moderation_and_guardrails,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102110428575002801,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101883226373669018,classification_routing_triage,interaction,demo_no_numbers,none,frontier_llm,False,not_covered,hype,hype
2101865551798649142,evals_and_judging,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2101839059458969908,classification_routing_triage,interaction,measured_demo,accuracy,classic_classifier_or_ml,False,not_covered,cost_only,cost_only
2102064259983397043,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102136124323889611,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101881269399466326,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101854310112072153,other_or_meta,unclear,commentary_or_meme,none,rules_or_regex,False,noise,noise,noise
2101846169228050448,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101997349283500225,voice_and_turn_taking,turn,measured_demo,latency,small_llm,True,not_covered,cost_only,cost_only
2102105195417108548,moderation_and_guardrails,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102179160974151975,moderation_and_guardrails,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102027668497768841,games_control_loops_simulation,feel,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102023145649475871,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101993295056666633,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101895175920553985,games_control_loops_simulation,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101902511515062627,agent_harness_and_tool_gating,unclear,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101940075072459255,agent_harness_and_tool_gating,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2101826306841202952,classification_routing_triage,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102123228701610465,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102003362472583336,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102119115825570049,search_rerank_extraction,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102055249443983604,agent_harness_and_tool_gating,task,measured_demo,latency,rules_or_regex,False,not_covered,cost_only,cost_only
2101852322414432531,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102035434339459178,trading_and_markets,task,measured_demo,none,none,False,not_covered,cost_only,cost_only
2102004021804597408,trading_and_markets,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102053156829937785,moderation_and_guardrails,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2101961871914156186,games_control_loops_simulation,feel,demo_no_numbers,accuracy,none,True,not_covered,unproven_demo,hype
2102099870593208369,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101951433402708242,other_or_meta,interaction,demo_no_numbers,none,none,False,noise,noise,noise
2102067562125181022,other_or_meta,task,measured_demo,latency,small_llm,False,noise,noise,noise
2102067178799354267,search_rerank_extraction,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102025186967233006,evals_and_judging,batch,demo_no_numbers,accuracy,none,False,not_covered,unproven_demo,hype
2101948951117352984,other_or_meta,unclear,measured_demo,latency,none,False,noise,noise,noise
2102183506809851970,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102163589020655655,games_control_loops_simulation,feel,measured_demo,latency,frontier_llm,True,not_covered,cost_only,fast_loop
2102107087438258477,agent_harness_and_tool_gating,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102010881261346945,moderation_and_guardrails,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102040390727856354,other_or_meta,feel,demo_no_numbers,none,none,True,noise,noise,noise
2102026141884141989,search_rerank_extraction,interaction,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2101881006601150641,evals_and_judging,batch,measured_demo,accuracy,classic_classifier_or_ml,False,not_covered,cost_only,cost_only
2101846986974699623,moderation_and_guardrails,interaction,demo_no_numbers,capability,none,False,not_covered,hype,demo
2101894269292437781,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102085173265510811,evals_and_judging,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102052639664226783,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102064436093632801,search_rerank_extraction,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102035995420221821,classification_routing_triage,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2101903494638932308,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101907353830662145,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101829908649418859,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101938398642766005,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102126966912807034,collaboration_and_typing,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102093481833553938,classification_routing_triage,task,measured_demo,accuracy,frontier_llm,False,not_covered,cost_only,cost_only
2101902346468851766,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101891949007687932,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101871004016595002,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101875460263256226,evals_and_judging,interaction,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2101926595309281670,evals_and_judging,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102027624964898869,other_or_meta,interaction,measured_demo,latency,none,False,noise,noise,noise
2102110629725085777,trading_and_markets,unclear,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101998302476788057,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101997560491847856,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101859136854196686,evals_and_judging,unclear,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101871014787350860,classification_routing_triage,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101908767558508849,agent_harness_and_tool_gating,task,measured_demo,none,none,False,not_covered,cost_only,cost_only
2101882693147656692,search_rerank_extraction,unclear,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102086796045602954,moderation_and_guardrails,interaction,measured_demo,latency,none,True,material,material,material
2101980085213618618,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102128525172170982,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101841843252048367,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101823813532950719,games_control_loops_simulation,feel,measured_demo,cost,none,True,not_covered,material,fast_loop
2101850429823066299,classification_routing_triage,interaction,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2101862731813191862,moderation_and_guardrails,interaction,demo_no_numbers,cost,none,True,not_covered,hype,hype
2102109300801917110,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102116690138202471,games_control_loops_simulation,feel,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102070518580949217,search_rerank_extraction,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102068581210951943,classification_routing_triage,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102109439134167213,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101972623664038046,evals_and_judging,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102076871374503987,search_rerank_extraction,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2101894950736793867,live_chat_streams_events,interaction,measured_demo,latency,rules_or_regex,True,not_covered,material,material
2101904985776673141,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2102136462414385649,evals_and_judging,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102013176925872623,search_rerank_extraction,interaction,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102002626045079704,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102032684490928609,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102161418015412548,trading_and_markets,task,measured_demo,latency,rules_or_regex,True,not_covered,cost_only,cost_only
2101878718138605593,search_rerank_extraction,batch,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2101884126605561978,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101987586160083216,evals_and_judging,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102062520471031891,agent_harness_and_tool_gating,task,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102049463481319677,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102016401288441919,classification_routing_triage,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2101859689885843605,agent_harness_and_tool_gating,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101855640935403913,agent_harness_and_tool_gating,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101904234497343698,trading_and_markets,feel,measured_demo,latency,frontier_llm,True,not_covered,cost_only,fast_loop
2102072816468136242,voice_and_turn_taking,turn,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102089402226790698,other_or_meta,unclear,measured_demo,none,none,False,noise,noise,noise
2102001452524970104,agent_harness_and_tool_gating,task,demo_no_numbers,none,frontier_llm,False,not_covered,hype,hype
2101859432866922917,evals_and_judging,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101872088210710948,other_or_meta,unclear,measured_demo,accuracy,frontier_llm,False,noise,noise,noise
2102084431846801479,agent_harness_and_tool_gating,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102078853640524154,classification_routing_triage,batch,measured_demo,accuracy,small_llm,False,cost_only,cost_only,cost_only
2102108906646593834,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102124357934014931,search_rerank_extraction,interaction,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102011463431008731,data_and_telemetry,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2101868811934736833,search_rerank_extraction,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101886181759922425,moderation_and_guardrails,interaction,measured_demo,cost,small_llm,False,not_covered,cost_only,cost_only
2101894961688199432,browser_and_computer_use,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101969780295000467,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102082243074150642,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102158984996098512,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2101857335152930902,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101842395813888015,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2101844156482236472,moderation_and_guardrails,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101952070609731753,browser_and_computer_use,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102118899709821094,browser_and_computer_use,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102030865115083118,evals_and_judging,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2102003496371544134,trading_and_markets,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102149481986691363,games_control_loops_simulation,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102161629936754914,search_rerank_extraction,task,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2101932691038048547,trading_and_markets,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101947155380601199,classification_routing_triage,interaction,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102093957291237866,games_control_loops_simulation,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102164141465079978,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102107453034746360,browser_and_computer_use,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2101981417152675869,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2101912364748800327,evals_and_judging,unclear,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2101918294320312543,live_chat_streams_events,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102148414016213393,other_or_meta,unclear,commentary_or_meme,none,none,False,noise,noise,noise
2102110723048714593,moderation_and_guardrails,interaction,measured_demo,none,none,False,not_covered,cost_only,cost_only
2101960386820092307,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102175472503411132,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
