claim,id,value
accuracy (N% accurate),2101679703673454669,90.6
accuracy (N% accurate),2101598960926527741,22.0
accuracy (N% accurate),2101598960926527741,78.0
accuracy (N% accurate),2101634760070344941,0.99
accuracy (N% accurate),2101470031104376878,20.0
accuracy (N% accurate),2101515204270182457,38.0
accuracy (N% accurate),2101607543269441629,84.0
accuracy (N% accurate),2101607543269441629,95.0
accuracy (N% accurate),2101709574327976257,88.0
accuracy (N% accurate),2101578909045399909,100.0
accuracy (N% accurate),2101578909045399909,60.0
accuracy (N% accurate),2101578909045399909,95.0
accuracy (N% accurate),2101684751157580139,77.0
accuracy (N% accurate),2101684751157580139,61.4
accuracy (N% accurate),2101684751157580139,32.2
accuracy (N% accurate),2101772073790029877,93.3
accuracy (N% accurate),2101772073790029877,100.0
accuracy (N% accurate),2101557731232813298,41.7
accuracy (N% accurate),2101557731232813298,100.0
accuracy (N% accurate),2101557731232813298,60.0
accuracy (N% accurate),2101715274722328867,11.96
accuracy (N% accurate),2101715274722328867,22.95
accuracy (N% accurate),2101728728531284053,96.0
accuracy (N% accurate),2101718735757140313,50.0
accuracy (N% accurate),2101636204688974188,97.0
accuracy (N% accurate),2101549554718195855,50.0
accuracy (N% accurate),2101549554718195855,84.2
accuracy (N% accurate),2101549554718195855,92.1
accuracy (N% accurate),2101637802090004772,50.0
accuracy (N% accurate),2101637802090004772,98.0
accuracy (N% accurate),2101749334303764549,98.0
accuracy (N% accurate),2101749334303764549,66.0
accuracy (N% accurate),2101568159484661948,98.0
accuracy (N% accurate),2101770468944380373,100.0
accuracy (N% accurate),2101646622463758479,84.58
accuracy (N% accurate),2101646622463758479,72.44
accuracy (N% accurate),2101646622463758479,100.0
accuracy (N% accurate),2101778971163517089,100.0
accuracy (N% accurate),2101674414433771669,61.6
accuracy (N% accurate),2101795933465772520,77.0
accuracy (N% accurate),2101554522560843855,41.0
accuracy (N% accurate),2101554522560843855,44.0
accuracy (N% accurate),2101554522560843855,53.0
accuracy (N% accurate),2101739236118483264,45.0
accuracy (N% accurate),2101747321184694306,54.0
accuracy (N% accurate),2101490650034180333,100.0
accuracy (N% accurate),2101701169428988240,14.0
accuracy (N% accurate),2101701169428988240,86.0
accuracy (N% accurate),2101512320522363116,94.9
accuracy (N% accurate),2101603073340653780,100.0
accuracy (N% accurate),2101586653777477790,86.6
accuracy (N% accurate),2101791906178969673,100.0
accuracy (N% accurate),2101791906178969673,77.8
accuracy (N% accurate),2101791906178969673,66.7
accuracy (N% accurate),2101576456832721005,50.0
accuracy (N% accurate),2101586939371524206,90.0
accuracy (N% accurate),2101714171607822772,98.6
accuracy (N% accurate),2101714171607822772,91.5
accuracy (N% accurate),2101593036660891804,90.5
accuracy (N% accurate),2101593650593759260,96.0
accuracy (N% accurate),2101668846352650402,42.9
accuracy (N% accurate),2101156068814667942,30.0
accuracy (N% accurate),2101235341722317008,91.0
accuracy (N% accurate),2101362082369470675,1.0
accuracy (N% accurate),2101276366855676227,86.0
accuracy (N% accurate),2101315373366906895,92.38
accuracy (N% accurate),2101417298728792134,93.77
accuracy (N% accurate),2101417298728792134,89.17
accuracy (N% accurate),2101394993957274021,92.6
accuracy (N% accurate),2101394993957274021,81.3
accuracy (N% accurate),2101309103402623365,26.1
accuracy (N% accurate),2101213026204401921,100.0
accuracy (N% accurate),2101404670488875042,70.0
accuracy (N% accurate),2101431328365535695,83.0
accuracy (N% accurate),2101109304296427622,93.0
accuracy (N% accurate),2101365801487880590,35.0
accuracy (N% accurate),2101303232878235912,15.0
accuracy (N% accurate),2101316586392928544,95.0
accuracy (N% accurate),2101316586392928544,86.0
accuracy (N% accurate),2101316586392928544,90.0
accuracy (N% accurate),2101320127992189080,61.0
accuracy (N% accurate),2101335665724305795,64.0
accuracy (N% accurate),2101430997325869135,83.0
accuracy (N% accurate),2101407992113410384,96.0
accuracy (N% accurate),2101143337478836293,0.05
accuracy (N% accurate),2101144295524679785,100.0
accuracy (N% accurate),2101336174656893410,92.9
accuracy (N% accurate),2101174407859511575,100.0
accuracy (N% accurate),2101301125697699962,97.0
accuracy (N% accurate),2101301125697699962,46.0
accuracy (N% accurate),2101099218454941843,77.21
accuracy (N% accurate),2101366861535342685,33.3333
accuracy (N% accurate),2101398886153953770,35.0
accuracy (N% accurate),2101398886153953770,98.0
accuracy (N% accurate),2101398886153953770,88.0
accuracy (N% accurate),2101424882315669818,82.0
accuracy (N% accurate),2101424882315669818,91.9
accuracy (N% accurate),2101261014457364687,20.0
accuracy (N% accurate),2101405039671800087,88.9
accuracy (N% accurate),2101405039671800087,98.6
accuracy (N% accurate),2101405039671800087,79.2
accuracy (N% accurate),2101419960308298090,85.29
accuracy (N% accurate),2101429152935297384,27.0
accuracy (N% accurate),2101311135030878558,100.0
accuracy (N% accurate),2101341086127919484,93.0
accuracy (N% accurate),2101257870989987957,50.0
accuracy (N% accurate),2101366870645293192,62.0
accuracy (N% accurate),2101366870645293192,81.3
accuracy (N% accurate),2101276458396131480,86.6
accuracy (N% accurate),2101148322685657213,82.0
accuracy (N% accurate),2101148322685657213,22.0
accuracy (N% accurate),2101316662926377190,30.0
accuracy (N% accurate),2101354335573770574,20.0
accuracy (N% accurate),2101321095332982931,95.0
accuracy (N% accurate),2101392052219228496,100.0
accuracy (N% accurate),2101249350601171378,83.3
accuracy (N% accurate),2101349706739720197,61.5
accuracy (N% accurate),2101371674855977255,100.0
accuracy (N% accurate),2101333048898036015,30.0
accuracy (N% accurate),2101450790019993922,100.0
accuracy (N% accurate),2101216386790154678,78.0
accuracy (N% accurate),2101216386790154678,82.0
accuracy (N% accurate),2101309961351684475,27.4
accuracy (N% accurate),2101384163626807788,89.6
accuracy (N% accurate),2101226546325242248,97.0
accuracy (N% accurate),2101454111011188976,81.9
accuracy (N% accurate),2101454111011188976,96.0
accuracy (N% accurate),2101329193720217811,91.7
accuracy (N% accurate),2101385273376690333,90.0
accuracy (N% accurate),2101318132694389177,66.7
accuracy (N% accurate),2101223520273354981,99.0
accuracy (N% accurate),2101457144319189006,73.0
accuracy (N% accurate),2101366314917114112,100.0
accuracy (N% accurate),2101366314917114112,95.0
accuracy (N% accurate),2101366314917114112,96.0
accuracy (N% accurate),2101370772317258091,94.0
accuracy (N% accurate),2101377610043597083,1.0
accuracy (N% accurate),2101377610043597083,0.99
accuracy (N% accurate),2100765201385869434,90.0
accuracy (N% accurate),2100937437325205568,100.0
accuracy (N% accurate),2101040416300630033,100.0
accuracy (N% accurate),2100984923926728920,15.0
accuracy (N% accurate),2100902217515454507,100.0
accuracy (N% accurate),2101009668655272243,85.0
accuracy (N% accurate),2101009668655272243,56.0
accuracy (N% accurate),2100836659533336676,0.83
accuracy (N% accurate),2100958438406955394,88.21
accuracy (N% accurate),2101035220044542421,99.7
accuracy (N% accurate),2100854873550196962,90.0
accuracy (N% accurate),2101064363931250717,35.0
accuracy (N% accurate),2101064363931250717,90.0
accuracy (N% accurate),2101094328370155921,26.1
accuracy (N% accurate),2100763000517054968,100.0
accuracy (N% accurate),2100983340602179953,90.0
accuracy (N% accurate),2100983340602179953,67.0
accuracy (N% accurate),2101039090737303992,98.7
accuracy (N% accurate),2100909012367634772,85.0
accuracy (N% accurate),2101084432585134169,92.4
accuracy (N% accurate),2101032394480398400,100.0
accuracy (N% accurate),2100810954674212969,80.0
accuracy (N% accurate),2101042368980058259,30.0
accuracy (N% accurate),2101064388308299912,1.0
accuracy (N% accurate),2101046138929340518,93.0
accuracy (N% accurate),2100999241326047596,99.9
accuracy (N% accurate),2101006905506492510,62.7
accuracy (N% accurate),2101039552408219676,45.0
accuracy (N% accurate),2101039552408219676,85.0
accuracy (N% accurate),2100916585967849653,81.0
accuracy (N% accurate),2100950317852455039,99.0
accuracy (N% accurate),2101095630219477189,93.0
accuracy (N% accurate),2100915977978581235,99.6
accuracy (N% accurate),2101053019391492500,58.0
accuracy (N% accurate),2101053019391492500,98.0
accuracy (N% accurate),2100948988128022660,100.0
accuracy (N% accurate),2100948988128022660,25.0
accuracy (N% accurate),2101090069310484836,45.0
accuracy (N% accurate),2101090069310484836,33.0
accuracy (N% accurate),2101090069310484836,22.0
accuracy (N% accurate),2100996125272740219,98.6
accuracy (N% accurate),2101009609087389712,66.0
accuracy (N% accurate),2100898261997437110,96.1
accuracy (N% accurate),2100898261997437110,97.1
accuracy (N% accurate),2101012203390525674,92.0
accuracy (N% accurate),2101031538959810731,30.0
accuracy (N% accurate),2100984306583703858,97.0
accuracy (N% accurate),2100898042933391741,10.0
accuracy (N% accurate),2100872434203386116,65.7
accuracy (N% accurate),2100872434203386116,54.8
accuracy (N% accurate),2100859003152859640,1.0
accuracy (N% accurate),2100885361761321141,1.0
accuracy (N% accurate),2100877439350272505,96.7
accuracy (N% accurate),2101038240895533266,100.0
accuracy (N% accurate),2100924935749386278,8.8
accuracy (N% accurate),2100991581775868358,68.0
accuracy (N% accurate),2100768016862675144,92.0
accuracy (N% accurate),2100614133171552435,1.0
accuracy (N% accurate),2100614659690713543,96.0
accuracy (N% accurate),2100569241707843709,89.0
accuracy (N% accurate),2100704291153473739,31.3
accuracy (N% accurate),2100704291153473739,21.3
accuracy (N% accurate),2100614940616720884,86.8
accuracy (N% accurate),2100614940616720884,97.8
accuracy (N% accurate),2100532149002858800,87.0
accuracy (N% accurate),2100614237488021513,40.0
accuracy (N% accurate),2100735486901796923,93.0
accuracy (N% accurate),2100735486901796923,57.0
accuracy (N% accurate),2100558096607085027,60.0
accuracy (N% accurate),2100377933974044831,50.0
accuracy (N% accurate),2100649727536640435,5.0
accuracy (N% accurate),2100735712496644312,0.92
accuracy (N% accurate),2100735712496644312,0.08
accuracy (N% accurate),2100593904949096696,84.9
accuracy (N% accurate),2100681628481663001,90.0
accuracy (N% accurate),2100612168064344097,100.0
accuracy (N% accurate),2100612168064344097,95.8
accuracy (N% accurate),2100527935505547574,98.3
accuracy (N% accurate),2100527935505547574,100.0
accuracy (N% accurate),2100699431309897845,98.0
accuracy (N% accurate),2100699431309897845,79.0
accuracy (N% accurate),2100699431309897845,93.0
accuracy (N% accurate),2100600669220847856,98.0
accuracy (N% accurate),2100605473883914334,95.0
accuracy (N% accurate),2100397782322364792,96.0
accuracy (N% accurate),2100552239823860069,100.0
accuracy (N% accurate),2100466991597498530,100.0
accuracy (N% accurate),2100681192777331013,88.9
accuracy (N% accurate),2100681192777331013,94.0
accuracy (N% accurate),2100513417526120892,91.0
accuracy (N% accurate),2100513417526120892,5.0
accuracy (N% accurate),2100513417526120892,99.0
accuracy (N% accurate),2100616249839698061,100.0
accuracy (N% accurate),2100617113157160998,5.0
accuracy (N% accurate),2100527809286352990,98.3
accuracy (N% accurate),2100527809286352990,100.0
accuracy (N% accurate),2100570642571509791,95.8
accuracy (N% accurate),2100570642571509791,80.2
accuracy (N% accurate),2100411517099495695,100.0
accuracy (N% accurate),2100667415067508861,100.0
accuracy (N% accurate),2100398925966406005,71.1
accuracy (N% accurate),2100414765453476246,92.0
accuracy (N% accurate),2100410016054247493,60.0
accuracy (N% accurate),2100592113134268489,80.0
accuracy (N% accurate),2100592113134268489,100.0
accuracy (N% accurate),2100540090363638171,57.4
accuracy (N% accurate),2100670087128846603,72.7
accuracy (N% accurate),2100595037696643216,74.0
accuracy (N% accurate),2100659608339505176,54.0
accuracy (N% accurate),2100577384554516828,50.0
accuracy (N% accurate),2100674189086581239,0.8
accuracy (N% accurate),2100343452865265747,100.0
accuracy (N% accurate),2100279230089081333,6.0
accuracy (N% accurate),2100160864464642478,86.0
accuracy (N% accurate),2100322461497823638,2.0
accuracy (N% accurate),2100322461497823638,96.0
accuracy (N% accurate),2100111398277959715,96.5
accuracy (N% accurate),2100135954312786047,12.0
accuracy (N% accurate),2100335103193022592,68.0
accuracy (N% accurate),2100310676556464347,95.0
accuracy (N% accurate),2100310676556464347,100.0
accuracy (N% accurate),2100111408176546261,89.0
"latency (N ms or N s), in ms",2102607147628720365,500.0
"latency (N ms or N s), in ms",2102570286810099997,40.0
"latency (N ms or N s), in ms",2102570286810099997,50.0
"latency (N ms or N s), in ms",2102570286810099997,300.0
"latency (N ms or N s), in ms",2102578718824931766,700.0
"latency (N ms or N s), in ms",2102625753225691478,500.0
"latency (N ms or N s), in ms",2102592197476626486,4000.0
"latency (N ms or N s), in ms",2102691174708359245,100.0
"latency (N ms or N s), in ms",2102574797272068431,235.0
"latency (N ms or N s), in ms",2102574797272068431,497.0
"latency (N ms or N s), in ms",2102610832043765927,80000.0
"latency (N ms or N s), in ms",2102696851229323280,60.0
"latency (N ms or N s), in ms",2102566148982350256,408.0
"latency (N ms or N s), in ms",2102566148982350256,1041.0
"latency (N ms or N s), in ms",2102553760547602688,8300.0
"latency (N ms or N s), in ms",2102578820104470888,250.0
"latency (N ms or N s), in ms",2102617528287596906,3000.0
"latency (N ms or N s), in ms",2102607123825721731,235.0
"latency (N ms or N s), in ms",2102606290753114439,63.0
"latency (N ms or N s), in ms",2102629106856956191,9700.0
"latency (N ms or N s), in ms",2102558351091523926,3350.0
"latency (N ms or N s), in ms",2102568532580220991,168.0
"latency (N ms or N s), in ms",2102642749757637005,630.0
"latency (N ms or N s), in ms",2102633943891857663,10300.0
"latency (N ms or N s), in ms",2102633943891857663,2300.0
"latency (N ms or N s), in ms",2102506677094482115,1000.0
"latency (N ms or N s), in ms",2102423007494889785,1000.0
"latency (N ms or N s), in ms",2102196455289335872,200.0
"latency (N ms or N s), in ms",2102418156891361755,239.0
"latency (N ms or N s), in ms",2102380673030123933,1388.0
"latency (N ms or N s), in ms",2102380673030123933,10375.0
"latency (N ms or N s), in ms",2102232629902819580,30000.0
"latency (N ms or N s), in ms",2102465620671406228,336.0
"latency (N ms or N s), in ms",2102317476814246126,384.0
"latency (N ms or N s), in ms",2102391212720402925,250.0
"latency (N ms or N s), in ms",2102305365459394658,700.0
"latency (N ms or N s), in ms",2102328241298010306,1500.0
"latency (N ms or N s), in ms",2102370796245299546,19.0
"latency (N ms or N s), in ms",2102539690540679222,3.0
"latency (N ms or N s), in ms",2102534747801129251,300.0
"latency (N ms or N s), in ms",2102532231369797965,301.0
"latency (N ms or N s), in ms",2102532231369797965,101.0
"latency (N ms or N s), in ms",2102213706059051162,300.0
"latency (N ms or N s), in ms",2102337670525677622,400.0
"latency (N ms or N s), in ms",2102383572543746103,7100.0
"latency (N ms or N s), in ms",2102383572543746103,5600.0
"latency (N ms or N s), in ms",2102386533214912969,15700.0
"latency (N ms or N s), in ms",2102259575613538607,300.0
"latency (N ms or N s), in ms",2102474978054885452,400.0
"latency (N ms or N s), in ms",2102534648920260676,200.0
"latency (N ms or N s), in ms",2102534648920260676,2600.0
"latency (N ms or N s), in ms",2102190208498471368,280.0
"latency (N ms or N s), in ms",2102190208498471368,530.0
"latency (N ms or N s), in ms",2102420081753919684,300.0
"latency (N ms or N s), in ms",2102370564291863027,305.0
"latency (N ms or N s), in ms",2102289186560589852,750.0
"latency (N ms or N s), in ms",2102347656634700041,1000.0
"latency (N ms or N s), in ms",2102514026886414693,230.0
"latency (N ms or N s), in ms",2102343304620707934,65.0
"latency (N ms or N s), in ms",2102366160260108772,240.0
"latency (N ms or N s), in ms",2102366160260108772,20.0
"latency (N ms or N s), in ms",2102350647429411005,182.0
"latency (N ms or N s), in ms",2102342239901077845,117.0
"latency (N ms or N s), in ms",2102222760131101044,343.0
"latency (N ms or N s), in ms",2102325336893706329,540.0
"latency (N ms or N s), in ms",2102323990320775197,23.0
"latency (N ms or N s), in ms",2102383106409824305,17.0
"latency (N ms or N s), in ms",2102480665401049501,600.0
"latency (N ms or N s), in ms",2102362736839512538,392.0
"latency (N ms or N s), in ms",2102362736839512538,676.0
"latency (N ms or N s), in ms",2102266716386705628,5000.0
"latency (N ms or N s), in ms",2102364625794642111,350.0
"latency (N ms or N s), in ms",2102384921012785583,150.0
"latency (N ms or N s), in ms",2102384921012785583,200.0
"latency (N ms or N s), in ms",2102394348897984599,44.0
"latency (N ms or N s), in ms",2102394348897984599,454.0
"latency (N ms or N s), in ms",2102243060189147353,1000.0
"latency (N ms or N s), in ms",2102202098968666432,710.0
"latency (N ms or N s), in ms",2102202098968666432,30.0
"latency (N ms or N s), in ms",2102394996070433094,90.0
"latency (N ms or N s), in ms",2102254799156650025,41000.0
"latency (N ms or N s), in ms",2102489773185147295,3141.5899999999997
"latency (N ms or N s), in ms",2102396959520964819,9200.0
"latency (N ms or N s), in ms",2102396959520964819,15.0
"latency (N ms or N s), in ms",2102343847598752216,45.0
"latency (N ms or N s), in ms",2102307496971182351,20.0
"latency (N ms or N s), in ms",2102307496971182351,58.0
"latency (N ms or N s), in ms",2102306964239966253,400.0
"latency (N ms or N s), in ms",2102082148866130323,81.0
"latency (N ms or N s), in ms",2102068383617278134,200.0
"latency (N ms or N s), in ms",2102021706613473287,15.3
"latency (N ms or N s), in ms",2102021706613473287,298.1
"latency (N ms or N s), in ms",2102042713160028244,60000.0
"latency (N ms or N s), in ms",2101823975349244095,385.0
"latency (N ms or N s), in ms",2101823975349244095,13.7
"latency (N ms or N s), in ms",2102000526489702733,245.0
"latency (N ms or N s), in ms",2102000526489702733,460.0
"latency (N ms or N s), in ms",2101938912423735654,40000.0
"latency (N ms or N s), in ms",2102112154875056387,5420.0
"latency (N ms or N s), in ms",2102112154875056387,8790.0
"latency (N ms or N s), in ms",2101934692782227506,76000.0
"latency (N ms or N s), in ms",2102081664646029722,55000.0
"latency (N ms or N s), in ms",2102081664646029722,25.0
"latency (N ms or N s), in ms",2102052409950515654,190.0
"latency (N ms or N s), in ms",2102035137848381455,180.0
"latency (N ms or N s), in ms",2101927214820499627,15.0
"latency (N ms or N s), in ms",2102131227709018353,21600.0
"latency (N ms or N s), in ms",2101838621531603029,209.0
"latency (N ms or N s), in ms",2101825541728854156,19.0
"latency (N ms or N s), in ms",2101825541728854156,300.0
"latency (N ms or N s), in ms",2102046164916764901,32.6
"latency (N ms or N s), in ms",2102051917836812621,620.0
"latency (N ms or N s), in ms",2102148123590263094,61.0
"latency (N ms or N s), in ms",2102131162386710885,130.0
"latency (N ms or N s), in ms",2101930363446587435,827.0
"latency (N ms or N s), in ms",2102081157332353131,440.0
"latency (N ms or N s), in ms",2102081157332353131,2160.0
"latency (N ms or N s), in ms",2102014071557996621,2.44
"latency (N ms or N s), in ms",2102080664527044940,141.7
"latency (N ms or N s), in ms",2102080664527044940,12000.0
"latency (N ms or N s), in ms",2102167087309369731,0.1
"latency (N ms or N s), in ms",2102048463634526637,70.0
"latency (N ms or N s), in ms",2102048463634526637,650.0
"latency (N ms or N s), in ms",2102040878231491055,5900.0
"latency (N ms or N s), in ms",2102040878231491055,9500.0
"latency (N ms or N s), in ms",2102033296523661423,36.0
"latency (N ms or N s), in ms",2102060645151539305,1200.0
"latency (N ms or N s), in ms",2102073471664537677,100.0
"latency (N ms or N s), in ms",2102118723129843866,250.0
"latency (N ms or N s), in ms",2102019991868465626,208.0
"latency (N ms or N s), in ms",2102171891410825520,100.0
"latency (N ms or N s), in ms",2101933239841820956,1300.0
"latency (N ms or N s), in ms",2102110628810813746,190.0
"latency (N ms or N s), in ms",2102125617177043039,22400.0
"latency (N ms or N s), in ms",2101959889606328403,724.0
"latency (N ms or N s), in ms",2101959889606328403,515.0
"latency (N ms or N s), in ms",2102061478438211812,430.0
"latency (N ms or N s), in ms",2102035394711949373,39000.0
"latency (N ms or N s), in ms",2101987335558824151,500.0
"latency (N ms or N s), in ms",2102134887012573213,300.0
"latency (N ms or N s), in ms",2102031737509269655,13000.0
"latency (N ms or N s), in ms",2101882683391352890,25000.0
"latency (N ms or N s), in ms",2102006594879844757,500.0
"latency (N ms or N s), in ms",2101942660680368367,430.0
"latency (N ms or N s), in ms",2102068488273822183,156.0
"latency (N ms or N s), in ms",2102103449722646987,9300.0
"latency (N ms or N s), in ms",2102036877930860633,887.0
"latency (N ms or N s), in ms",2102078920187363787,2500.0
"latency (N ms or N s), in ms",2102067083920216185,74.0
"latency (N ms or N s), in ms",2102067083920216185,85.0
"latency (N ms or N s), in ms",2102166644877307960,1000.0
"latency (N ms or N s), in ms",2101996047257972932,500.0
"latency (N ms or N s), in ms",2101960493036408955,300.0
"latency (N ms or N s), in ms",2102001356886176123,2000.0
"latency (N ms or N s), in ms",2101934790018773143,300.0
"latency (N ms or N s), in ms",2102100377927819570,327.0
"latency (N ms or N s), in ms",2102104889266683974,259.0
"latency (N ms or N s), in ms",2102063877009637564,400.0
"latency (N ms or N s), in ms",2102038708379603404,500.0
"latency (N ms or N s), in ms",2102104066361082291,100.0
"latency (N ms or N s), in ms",2101932748051239352,2452.0
"latency (N ms or N s), in ms",2102070512176291893,340.0
"latency (N ms or N s), in ms",2101932477967421771,250.0
"latency (N ms or N s), in ms",2101867415202152656,150.0
"latency (N ms or N s), in ms",2101929665434624118,58.3
"latency (N ms or N s), in ms",2102172259612000447,339000.0
"latency (N ms or N s), in ms",2102172259612000447,123900.0
"latency (N ms or N s), in ms",2102172259612000447,120700.0
"latency (N ms or N s), in ms",2101932654719299738,23000.0
"latency (N ms or N s), in ms",2101937286653096059,70.0
"latency (N ms or N s), in ms",2101937286653096059,500.0
"latency (N ms or N s), in ms",2102062482991001689,976.8
"latency (N ms or N s), in ms",2101913935805063443,500.0
"latency (N ms or N s), in ms",2102174798952493306,275.0
"latency (N ms or N s), in ms",2101854008851730881,500.0
"latency (N ms or N s), in ms",2102125921188913469,383.0
"latency (N ms or N s), in ms",2101937206063780084,290.0
"latency (N ms or N s), in ms",2102144095447883870,12000.0
"latency (N ms or N s), in ms",2102077373411733962,800.0
"latency (N ms or N s), in ms",2101878714917429488,400.0
"latency (N ms or N s), in ms",2101897187970171176,2000.0
"latency (N ms or N s), in ms",2102095610799079851,231.0
"latency (N ms or N s), in ms",2101865551798649142,800.0
"latency (N ms or N s), in ms",2101839059458969908,194.0
"latency (N ms or N s), in ms",2101997349283500225,100.0
"latency (N ms or N s), in ms",2102179160974151975,100.0
"latency (N ms or N s), in ms",2101940075072459255,200.0
"latency (N ms or N s), in ms",2101940075072459255,2000.0
"latency (N ms or N s), in ms",2102055249443983604,40.0
"latency (N ms or N s), in ms",2102053156829937785,500.0
"latency (N ms or N s), in ms",2101948951117352984,1000.0
"latency (N ms or N s), in ms",2102035995420221821,661.0
"latency (N ms or N s), in ms",2102027624964898869,1700.0
"latency (N ms or N s), in ms",2102086796045602954,138.0
"latency (N ms or N s), in ms",2101894950736793867,300.0
"latency (N ms or N s), in ms",2102161418015412548,59000.0
"latency (N ms or N s), in ms",2102050829763022908,64.0
"latency (N ms or N s), in ms",2101904234497343698,70.0
"latency (N ms or N s), in ms",2102089402226790698,6180.0
"latency (N ms or N s), in ms",2102124357934014931,100.0
"latency (N ms or N s), in ms",2101842395813888015,325.0
"latency (N ms or N s), in ms",2101929123526385998,254.0
"latency (N ms or N s), in ms",2102070534259261780,297.0
"latency (N ms or N s), in ms",2101675124747338229,9.0
"latency (N ms or N s), in ms",2101800600019124420,2000.0
"latency (N ms or N s), in ms",2101720980972519672,26000.0
"latency (N ms or N s), in ms",2101546714238980142,3800.0
"latency (N ms or N s), in ms",2101612373098610878,49.0
"latency (N ms or N s), in ms",2101493817409216889,20400.0
"latency (N ms or N s), in ms",2101688954114457752,24.8
"latency (N ms or N s), in ms",2101688954114457752,30.0
"latency (N ms or N s), in ms",2101467341577949248,5050.0
"latency (N ms or N s), in ms",2101616002119471163,7000.0
"latency (N ms or N s), in ms",2101616002119471163,550.0
"latency (N ms or N s), in ms",2101509756737462446,19520.0
"latency (N ms or N s), in ms",2101621822517338618,300.0
"latency (N ms or N s), in ms",2101692321364406600,277.0
"latency (N ms or N s), in ms",2101684349104247036,500.0
"latency (N ms or N s), in ms",2101794050781090153,5000.0
"latency (N ms or N s), in ms",2101656136793358457,280.0
"latency (N ms or N s), in ms",2101687438653497633,40000.0
"latency (N ms or N s), in ms",2101812945722499077,700.0
"latency (N ms or N s), in ms",2101470195428827493,130.0
"latency (N ms or N s), in ms",2101470195428827493,260.0
"latency (N ms or N s), in ms",2101705862008001011,25000.0
"latency (N ms or N s), in ms",2101582597591834742,1000.0
"latency (N ms or N s), in ms",2101710359593931066,9.0
"latency (N ms or N s), in ms",2101610761525096645,6000.0
"latency (N ms or N s), in ms",2101761144226824309,1100.0
"latency (N ms or N s), in ms",2101621510477844984,1360.0
"latency (N ms or N s), in ms",2101679703673454669,749.0
"latency (N ms or N s), in ms",2101644118686375956,100.0
"latency (N ms or N s), in ms",2101680888455246253,200.0
"latency (N ms or N s), in ms",2101808956180217886,120.0
"latency (N ms or N s), in ms",2101696417052103166,1700.0
"latency (N ms or N s), in ms",2101666897314054648,300.0
"latency (N ms or N s), in ms",2101718233292161254,700.0
"latency (N ms or N s), in ms",2101751793122189401,100.0
"latency (N ms or N s), in ms",2101746374798606715,1000.0
"latency (N ms or N s), in ms",2101574162817093655,1000.0
"latency (N ms or N s), in ms",2101716648386506797,400.0
"latency (N ms or N s), in ms",2101766059405824090,30.0
"latency (N ms or N s), in ms",2101478721903538348,800.0
"latency (N ms or N s), in ms",2101551850202001738,710.0
"latency (N ms or N s), in ms",2101765843898224910,8400.0
"latency (N ms or N s), in ms",2101657979078558074,40000.0
"latency (N ms or N s), in ms",2101813173728985346,35.0
"latency (N ms or N s), in ms",2101540497760161990,1000.0
"latency (N ms or N s), in ms",2101539730840330443,300.0
"latency (N ms or N s), in ms",2101766277350166783,33.0
"latency (N ms or N s), in ms",2101766663288852731,14.0
"latency (N ms or N s), in ms",2101681218232431052,380.0
"latency (N ms or N s), in ms",2101738552044535934,300.0
"latency (N ms or N s), in ms",2101710478799954144,500.0
"latency (N ms or N s), in ms",2101464964867260691,58.0
"latency (N ms or N s), in ms",2101689050688024823,9700.0
"latency (N ms or N s), in ms",2101719891740893400,1630.0
"latency (N ms or N s), in ms",2101620928753131743,200.0
"latency (N ms or N s), in ms",2101681862795997459,374.0
"latency (N ms or N s), in ms",2101663444265251293,10.0
"latency (N ms or N s), in ms",2101568159484661948,1.0
"latency (N ms or N s), in ms",2101791527580414102,50.0
"latency (N ms or N s), in ms",2101472089823932754,250.0
"latency (N ms or N s), in ms",2101472089823932754,7000.0
"latency (N ms or N s), in ms",2101676418040266818,4000.0
"latency (N ms or N s), in ms",2101780634423492740,431.0
"latency (N ms or N s), in ms",2101780634423492740,1242.0
"latency (N ms or N s), in ms",2101780634423492740,1699.0
"latency (N ms or N s), in ms",2101523309158343137,40000.0
"latency (N ms or N s), in ms",2101768880897007969,9370.0
"latency (N ms or N s), in ms",2101607180042424716,700.0
"latency (N ms or N s), in ms",2101570862508089785,335.0
"latency (N ms or N s), in ms",2101813425101791357,530.0
"latency (N ms or N s), in ms",2101794549135716518,7.18
"latency (N ms or N s), in ms",2101794549135716518,7.53
"latency (N ms or N s), in ms",2101767030852784340,100.0
"latency (N ms or N s), in ms",2101526616719675793,9000.0
"latency (N ms or N s), in ms",2101814135851720880,920.0
"latency (N ms or N s), in ms",2101568319736213952,1000.0
"latency (N ms or N s), in ms",2101479532515426468,6000.0
"latency (N ms or N s), in ms",2101597047635705987,20.6
"latency (N ms or N s), in ms",2101597047635705987,30.3
"latency (N ms or N s), in ms",2101597047635705987,157.0
"latency (N ms or N s), in ms",2101785784990970155,200.0
"latency (N ms or N s), in ms",2101694996563026404,530.0
"latency (N ms or N s), in ms",2101664149243666865,1000.0
"latency (N ms or N s), in ms",2101604635983421897,432.0
"latency (N ms or N s), in ms",2101568907366785297,10.5
"latency (N ms or N s), in ms",2101740657614393560,500.0
"latency (N ms or N s), in ms",2101584423347220897,476.0
"latency (N ms or N s), in ms",2101684736163000690,700.0
"latency (N ms or N s), in ms",2101635039322595415,28000.0
"latency (N ms or N s), in ms",2101474692783845870,425.0
